Symbol,MarketCap,Price,Circulating Supply,Volume24h,percent_1H,percent_24H,percent_7D,Date
BTC,580894851051.46,29909.34,19421856,21129219508.8,-0.81,-1.98,-1.76,20230706
ETH,222232180744.39,1848.64,120214105,8905008384.07,-0.98,-3.24,-0.19,20230706
USDT,83373025919.73,1.0002,83355853919,30430114229.95,0.03,0.01,0.04,20230706
BNB,36207053766.08,232.32,155850303,536134671.25,-0.57,-2.83,-0.39,20230706
XRP,24232337305.33,0.4637,52254289650,950187882.63,-0.9,-3.04,-2.31,20230706
ADA,9777134012.99,0.2797,34955836816,288260058.96,-1.08,-1.68,1.5,20230706
DOGE,9107917720.2,0.06503,140066566384,281014235.02,-1.15,-2.99,2.55,20230706
SOL,7917567584.69,19.73,401308368,903770570.51,-2.61,3.88,9.79,20230706
LTC,7012827646.41,95.67,73304389,1197521334.66,-1.36,-6.84,12.85,20230706
DOT,6041137826.29,5.026,1201965562,128130664.89,-0.84,-3.51,0.8,20230706
BTC,589336655273.9,30342.26,19422962,13384770154.9,0.08,1.45,-0.44,20230707
ETH,224865960293.99,1870.6,120210440,6468885149.98,0.12,1.19,-3.24,20230707
USDT,83353821328.89,0.9999,83357268873,21072109063.91,-0.02,-0.02,-0.01,20230707
BNB,36721589170.81,235.62,155850138,418416863.58,0.03,1.42,-1.98,20230707
XRP,24495002784.21,0.4688,52254289650,682747263.37,0.19,1.08,-1.11,20230707
ADA,9946955883.68,0.2845,34959836061,208453044.23,0.01,1.73,-0.85,20230707
DOGE,9164772904.22,0.06543,140079606384,202607383.25,-0.02,0.61,-1.58,20230707
SOL,8626410071.38,21.48,401514756,988591308.04,-0.31,8.9,13.69,20230707
LTC,7202291216.01,98.24,73311377,703059439.0,0.09,2.69,-9.17,20230707
DOT,6150740159.66,5.115,1202495882,98531630.93,0.26,1.77,-1.1,20230707
BTC,588404379630.2,30292.54,19424068,7509378699.36,0.21,-0.16,-0.97,20230708
ETH,224254934504.44,1865.54,120209152,4299007853.56,0.26,-0.27,-3.07,20230708
USDT,83376307909.63,1.0002,83360717914,13426621991.48,0.01,0.02,0.01,20230708
BNB,36825384935.97,236.29,155849985,319300745.94,0.09,0.28,-4.63,20230708
XRP,24593166378.61,0.4706,52254289650,409435364.83,0.08,0.4,-0.61,20230708
ADA,10162322226.51,0.2907,34964047001,207964892.26,0.25,2.15,-0.58,20230708
DOGE,9212628567.64,0.06576,140093416384,148945059.79,-0.25,0.51,-3.97,20230708
SOL,8795273531.19,21.86,402359013,693929962.8,-0.32,1.74,17.0,20230708
LTC,7176015171.64,97.87,73318327,417911861.3,0.21,-0.37,-8.72,20230708
DOT,6231891706.21,5.1265,1215630557,80326756.04,0.13,0.22,-4.17,20230708
BTC,586079772336.97,30171.23,19425118,7903327692.27,-0.05,-0.4,-1.47,20230709
ETH,223949968247.09,1863.01,120208690,4392863806.9,-0.23,-0.14,-3.84,20230709
USDT,83377690854.49,1.0002,83360717904,13296750364.25,-0.01,0.01,0.01,20230709
BNB,36504451694.05,234.23,155849835,289327973.09,-0.14,-0.87,-4.88,20230709
XRP,24483751871.29,0.4686,52254289650,324938269.2,-0.14,-0.44,-3.29,20230709
ADA,9951076090.56,0.2846,34966190615,182219305.89,-0.25,-2.08,-2.56,20230709
DOGE,9167900895.98,0.06543,140107106384,146485995.04,-0.26,-0.5,-3.83,20230709
SOL,8592737596.61,21.35,402488913,405174805.99,-0.31,-2.33,9.74,20230709
LTC,6979093222.57,95.18,73325552,412735847.34,-0.86,-2.75,-15.93,20230709
DOT,6356847885.47,5.0794,1251491117,76857572.25,-0.51,-0.92,-7.68,20230709
BTC,590834747693.02,30414.47,19426106,14828209155.42,0.28,0.81,-2.38,20230710
ETH,226058650339.33,1880.56,120208383,6336468234.43,0.28,0.94,-3.83,20230710
USDT,83365364594.35,1.0001,83360717904,23313495694.53,0.01,-0.01,0.01,20230710
BNB,38319420238.34,245.87,155849658,834091612.56,0.85,4.97,-0.21,20230710
XRP,24960002265.99,0.4777,52254289650,885726455.46,0.21,1.95,-2.43,20230710
ADA,10069922656.71,0.288,34966152783,257987868.65,0.09,1.19,-2.81,20230710
DOGE,9141860566.85,0.06524,140120606384,258321414.5,0.21,-0.29,-4.55,20230710
SOL,8578537489.77,21.31,402487919,543191862.88,0.36,-0.17,10.78,20230710
LTC,7093589321.89,96.73,73332889,801346663.29,0.58,1.63,-9.55,20230710
DOT,6179915907.57,5.1352,1203431998,110385345.88,0.36,1.1,-5.24,20230710
BTC,594872050276.47,30620.95,19426962,12151839151.9,0.14,0.68,-0.51,20230711
ETH,225791368052.22,1878.34,120208182,4905225891.57,-0.01,-0.12,-3.01,20230711
USDT,83375234765.79,1.0001,83369138729,18221606248.44,0.0,0.01,-0.02,20230711
BNB,38734572405.39,248.54,155849489,536228376.78,-0.23,1.08,2.49,20230711
XRP,24996234073.78,0.4757,52544091958,645625637.15,-0.09,-0.41,-2.48,20230711
ADA,10238704998.57,0.2928,34966118650,198400377.32,0.29,1.68,0.07,20230711
DOGE,9149006388.02,0.06529,140134176384,151465119.72,0.29,0.07,-5.3,20230711
SOL,8898487043.47,22.09,402775249,453810523.28,0.29,3.66,15.41,20230711
LTC,7098357688.63,96.79,73340414,584873947.31,-0.09,0.06,-7.57,20230711
DOT,6273412935.28,5.2115,1203753587,84554929.9,0.24,1.49,-2.54,20230711
BTC,590443005305.0,30391.65,19427806,14805659716.84,0.09,-0.75,-0.4,20230712
ETH,225042891982.25,1872.11,120207913,6379006999.95,0.03,-0.33,-2.01,20230712
USDT,83367954939.13,0.9999,83373482925,20685690689.95,-0.01,-0.01,-0.02,20230712
BNB,38030335059.63,244.02,155849326,505389149.87,0.04,-1.82,2.07,20230712
XRP,24753774551.31,0.4711,52544091958,715809444.45,0.01,-0.97,-1.5,20230712
ADA,10097924712.38,0.2888,34970155984,174629627.23,0.28,-1.39,1.51,20230712
DOGE,9119501666.73,0.06507,140147626384,164499091.44,0.78,-0.33,-2.93,20230712
SOL,8851975508.51,21.98,402772587,541605988.18,-0.07,-0.52,15.72,20230712
LTC,7061856562.1,96.28,73346939,502089267.22,0.1,-0.52,-6.25,20230712
DOT,6198750887.77,5.148,1204103627,110018524.56,0.34,-1.22,-1.17,20230712
BTC,611535352757.7,31476.05,19428593,23686079547.52,0.47,3.57,5.24,20230713
ETH,241195864006.75,2006.51,120206569,11114853969.23,0.69,7.18,8.54,20230713
USDT,83409193428.47,1.0004,83378065485,41556380527.17,0.01,0.04,0.02,20230713
XRP,42842606760.98,0.8154,52544091958,10397344596.15,0.35,73.08,75.82,20230713
BNB,39973699058.5,256.49,155849143,761150981.84,0.78,5.11,10.4,20230713
ADA,12508826410.66,0.3577,34974264723,1078757677.14,3.45,23.86,27.87,20230713
SOL,10482410005.35,26.03,402771551,1527996471.77,1.15,18.42,31.91,20230713
DOGE,9882281310.65,0.07051,140161176384,625261655.22,0.99,8.35,8.43,20230713
LTC,7476884500.78,101.93,73355189,1243581127.02,0.96,5.87,6.54,20230713
DOT,6679226896.41,5.5455,1204450593,194557236.38,0.4,7.72,10.33,20230713
BTC,589374459085.89,30334.07,19429456,20917902659.76,0.22,-3.63,-0.03,20230714
ETH,233118658512.82,1939.35,120204712,10627449471.12,0.49,-3.35,3.67,20230714
USDT,83494588915.89,1.0007,83434088923,39502042324.12,0.02,0.04,0.08,20230714
BNB,38680409333.97,248.19,155848977,799468587.63,0.63,-3.24,5.34,20230714
XRP,37787427833.62,0.7192,52544091958,7060210981.95,0.24,-11.8,53.42,20230714
ADA,11500322352.1,0.3288,34976509652,852132415.62,0.86,-8.07,15.56,20230714
SOL,10771878238.83,26.74,402902159,2184090883.66,1.1,2.73,24.44,20230714
DOGE,9606064232.33,0.06853,140174456384,632033705.04,0.32,-2.8,4.74,20230714
LTC,6981101405.37,95.16,73362752,994506742.8,0.7,-6.64,-3.14,20230714
DOT,6569354901.25,5.4526,1204816076,237377619.54,0.9,-1.67,6.6,20230714
BTC,588656416080.43,30295.81,19430293,8011667755.87,0.01,-0.13,0.01,20230715
ETH,232165415326.63,1931.47,120201621,4380084233.54,0.12,-0.41,3.53,20230715
USDT,83644364976.34,1.0004,83613851903,18925797736.63,0.01,-0.04,0.02,20230715
BNB,39133595749.35,251.1,155848832,422767367.54,-0.08,1.17,6.27,20230715
XRP,37478573010.09,0.7133,52544091958,3369947487.5,-0.16,-0.82,51.55,20230715
ADA,11415107295.86,0.3264,34976474588,265031789.61,0.15,-0.74,12.29,20230715
SOL,11026259969.9,27.39,402545243,1323279744.12,0.04,2.45,25.31,20230715
DOGE,10083248890.31,0.07193,140187916384,883881436.56,0.14,4.96,9.38,20230715
LTC,6951986346.5,94.75,73370489,405906201.78,0.08,-0.43,-3.19,20230715
DOT,6545810224.57,5.4317,1205118852,123450298.23,0.24,-0.38,5.95,20230715
BTC,587778068681.35,30249.13,19431237,8516564469.72,-0.28,-0.15,0.26,20230716
ETH,231226923280.79,1923.68,120200189,4329306566.07,-0.53,-0.4,3.26,20230716
USDT,83689168487.14,1.0006,83638374851,17514358400.17,0.05,0.02,0.04,20230716
XRP,39243100873.9,0.7469,52544091958,3937651423.23,-1.45,4.71,59.4,20230716
BNB,37817749645.99,242.66,155848693,441487282.94,-0.93,-3.36,3.6,20230716
SOL,11027115845.22,27.38,402683414,753056132.28,-0.99,-0.03,28.27,20230716
ADA,11013513296.07,0.3149,34976449623,298667635.7,-1.05,-3.52,10.64,20230716
DOGE,9751541710.22,0.06955,140201466384,389882289.0,-0.62,-3.3,6.29,20230716
LTC,6817156312.9,92.91,73377489,412440906.76,-1.54,-1.95,-2.39,20230716
DOT,6426193852.56,5.3069,1210913643,110311881.6,-0.74,-2.3,4.48,20230716
BTC,585797549895.28,30145.89,19432087,13240156074.07,0.09,-0.34,-0.88,20230717
ETH,229781805153.89,1911.65,120201013,6678090757.93,0.02,-0.63,1.65,20230717
USDT,83667760924.15,1.0002,83649374840,24482827972.72,-0.03,-0.04,0.02,20230717
XRP,38840879746.17,0.7392,52544091958,2506419441.45,0.01,-1.02,54.75,20230717
BNB,38082054340.39,244.35,155848522,671028354.44,0.14,0.7,-0.62,20230717
ADA,10931026304.88,0.3125,34980463544,273592229.6,0.02,-0.76,8.51,20230717
SOL,10819937533.94,26.87,402635796,970813261.77,0.78,-1.87,26.08,20230717
DOGE,9801725061.19,0.0699,140215056384,464403123.02,0.32,0.5,7.15,20230717
LTC,6772949467.0,92.29,73384939,581572145.34,0.05,-0.66,-4.59,20230717
DOT,6394894305.09,5.3037,1205735492,142782126.31,0.4,-0.06,3.28,20230717
BTC,580205937049.98,29856.56,19433112,13138897269.16,0.12,-0.96,-2.5,20230718
ETH,228092963187.17,1897.6,120200810,5814708444.98,-0.2,-0.73,1.03,20230718
USDT,83763677143.45,1.0002,83750478228,22117323144.86,-0.01,-0.01,0.01,20230718
XRP,40960204447.15,0.7795,52544091958,2626009774.64,1.44,5.46,63.87,20230718
BNB,37444894293.48,240.26,155848353,751858394.14,-0.12,-1.67,-3.33,20230718
ADA,10754231064.57,0.3074,34984562330,287022076.68,0.6,-1.63,4.98,20230718
SOL,10288439896.24,25.54,402765284,696782372.78,0.19,-4.94,15.62,20230718
DOGE,9617348517.77,0.06858,140228356384,284882933.44,0.14,-1.89,5.05,20230718
LTC,6715562108.55,91.5,73391539,444675472.86,0.24,-0.86,-5.46,20230718
DOT,6246417424.22,5.1793,1206041771,138815422.12,0.1,-2.35,-0.62,20230718
BTC,581348679162.13,29913.92,19434050,12128602811.7,0.11,0.19,-1.57,20230719
ETH,227057271106.85,1889.01,120199213,6018487800.4,0.04,-0.45,0.9,20230719
USDT,83773888518.63,1.0002,83754637690,21629091201.27,0.0,0.01,0.03,20230719
XRP,43122602931.36,0.8207,52544091958,3954595150.04,0.38,5.28,74.21,20230719
BNB,37104300789.72,241.16,153857094,499664149.06,0.01,0.37,-1.17,20230719
ADA,11318666089.77,0.3235,34986790659,451977716.13,0.46,5.24,12.04,20230719
SOL,10621841829.37,26.37,402764287,603189951.38,0.01,3.24,20.0,20230719
DOGE,9839280173.55,0.07016,140241856384,418313610.51,-0.04,2.3,7.82,20230719
LTC,6764535375.34,92.16,73398477,479778485.09,0.06,0.72,-4.28,20230719
DOT,6271672393.42,5.1971,1206767537,100692905.19,0.29,0.34,0.95,20230719
BTC,579003905761.26,29792.02,19434868,14655207120.53,-0.07,-0.41,-5.35,20230720
ETH,227287014709.89,1890.97,120196048,7366830683.51,-0.18,0.1,-5.76,20230720
USDT,83782042892.28,1.0001,83775444681,25849427844.62,0.01,-0.02,-0.03,20230720
XRP,41723050383.4,0.7941,52544091958,2843382854.19,-0.67,-3.25,-2.61,20230720
BNB,37346172591.34,242.73,153856915,485038742.74,-0.08,0.65,-5.36,20230720
ADA,11059044131.62,0.3161,34986729587,412101582.21,-0.26,-2.29,-11.62,20230720
SOL,10222851458.7,25.38,402868342,606255421.23,-0.43,-3.78,-2.5,20230720
DOGE,9890263586.92,0.07052,140255456384,574227831.84,0.07,0.51,0.01,20230720
LTC,6781376674.84,92.38,73405777,558800999.16,-0.09,0.24,-9.36,20230720
DOT,6457996132.14,5.35,1207106969,163477901.13,0.14,2.94,-3.52,20230720
BTC,581292887481.78,29908.74,19435550,10972789817.7,-0.08,0.39,-1.4,20230721
ETH,227568017429.56,1892.08,120273985,4668158259.72,-0.08,0.06,-2.44,20230721
USDT,83837441784.16,1.0002,83819295817,21736934537.31,0.01,0.01,-0.05,20230721
XRP,40590437585.35,0.7725,52544091958,1860721533.33,0.09,-2.71,7.42,20230721
BNB,37508583495.91,243.79,153856756,413015397.71,0.04,0.43,-1.77,20230721
ADA,10961039126.77,0.3133,34986702668,207721959.87,-0.09,-0.89,-4.72,20230721
SOL,10316494982.5,25.54,403867338,410907584.39,-0.93,0.67,-4.46,20230721
DOGE,10281054794.35,0.0733,140268906384,762216251.4,-0.51,3.94,6.95,20230721
LTC,6904642426.81,94.05,73413139,454489402.52,-0.3,1.81,-1.16,20230721
DOT,6628980876.39,5.4898,1207506117,220209203.0,-0.07,2.61,0.68,20230721
BTC,578655924186.63,29771.8,19436375,7873300597.52,-0.13,-0.46,-1.73,20230722
ETH,224150871476.76,1864.91,120193787,4101305643.35,-1.03,-1.44,-3.45,20230722
USDT,83784564664.9,0.9999,83796187894,15361411060.49,-0.03,-0.04,-0.05,20230722
XRP,38529919591.2,0.7333,52544091958,1637792181.83,-2.09,-5.08,2.81,20230722
BNB,37076059806.11,241.03,153822949,310128851.49,-0.39,-1.13,-4.01,20230722
ADA,10839113758.32,0.3098,34990624141,179065530.21,-0.68,-1.12,-5.08,20230722
DOGE,9880541556.61,0.07043,140282526384,353000260.84,-0.73,-3.9,-2.08,20230722
SOL,9909362063.6,24.54,403885901,335432005.76,-2.55,-3.95,-10.43,20230722
LTC,6758476419.44,92.05,73420589,442970678.25,-0.97,-2.13,-2.85,20230722
DOT,6411540753.48,5.3084,1207800760,114148409.52,-0.89,-3.3,-2.27,20230722
BTC,584762966697.83,30084.54,19437325,9220145049.89,0.23,1.05,-0.54,20230723
ETH,227069518772.28,1889.19,120194008,4480604099.77,0.3,1.3,-1.79,20230723
USDT,83787569913.65,0.9999,83796187894,15719491554.89,-0.02,0.01,-0.07,20230723
XRP,38813403047.87,0.7387,52544091958,1541388765.67,0.4,0.74,-1.09,20230723
BNB,37303420951.91,242.46,153856482,279600847.41,0.19,0.59,-0.08,20230723
ADA,11099042359.87,0.3172,34994714792,168560212.54,0.49,2.39,0.72,20230723
DOGE,10075943268.31,0.07182,140296116384,287153173.08,0.37,1.97,3.26,20230723
SOL,10009227205.02,24.77,404138630,330741258.4,0.4,0.94,-9.56,20230723
LTC,6847790888.37,93.26,73427777,361401130.78,0.69,1.31,0.38,20230723
DOT,6550684738.39,5.3977,1213614050,110419326.03,0.08,1.68,1.71,20230723
BTC,567148527546.03,29176.92,19438262,15395817395.41,0.06,-3.02,-3.21,20230724
ETH,222359174267.89,1850.0,120194013,6344373568.82,0.14,-2.07,-3.22,20230724
USDT,83804298740.06,1.0,83803374438,24790908035.15,0.01,0.01,-0.02,20230724
XRP,37011092555.81,0.7028,52664942014,2266820365.99,-0.08,-4.86,-4.93,20230724
BNB,36763385107.77,238.95,153856318,451906471.96,0.16,-1.45,-2.21,20230724
ADA,10684929787.84,0.3053,34997053786,245375060.79,0.01,-3.74,-2.3,20230724
DOGE,10420549996.02,0.07427,140309716384,1446707666.34,0.07,3.41,6.24,20230724
SOL,9449158173.38,23.38,404129852,492344648.96,-0.11,-5.59,-12.99,20230724
LTC,6546933496.13,89.15,73434427,558656341.14,0.33,-4.4,-3.4,20230724
DOT,6302564325.17,5.2155,1208420849,143517821.28,-0.07,-3.37,-1.66,20230724
BTC,568155078548.46,29227.39,19439131,10266772792.7,0.06,0.17,-2.11,20230725
ETH,223456250671.32,1857.74,120283794,4163381707.32,-0.12,0.42,-2.1,20230725
USDT,83795069644.72,0.9998,83809374432,18046684130.82,-0.02,-0.02,-0.03,20230725
XRP,37371036625.61,0.7096,52664942014,1813094167.86,-0.38,0.97,-8.97,20230725
BNB,36588314323.11,237.81,153856169,366519529.15,-0.03,-0.48,-1.02,20230725
DOGE,11484778815.48,0.08185,140323056384,1525713202.43,-0.01,10.2,19.34,20230725
ADA,10639677272.27,0.304,34997022431,177902317.46,-0.16,-0.42,-1.1,20230725
SOL,9410883931.39,23.28,404259371,346742173.42,0.36,-0.44,-8.87,20230725
LTC,6575361806.15,89.53,73441964,369676148.33,-0.15,0.42,-2.15,20230725
DOT,6369653877.03,5.1765,1230498223,94297672.33,0.09,-0.75,-0.05,20230725
BTC,570661758982.41,29354.97,19440037,13497554655.35,-0.4,0.44,-1.87,20230726
ETH,225653957077.33,1872.16,120531346,5781548155.47,0.0,0.78,-0.89,20230726
USDT,83817869869.04,1.0001,83809374432,22065183056.97,0.01,0.03,-0.01,20230726
XRP,37697512542.11,0.7158,52664942014,1676809706.29,-0.36,0.87,-12.78,20230726
BNB,36765797234.63,238.96,153856015,417581395.2,-0.07,0.49,-0.91,20230726
DOGE,10940381720.26,0.07796,140336606384,846709085.05,-0.19,-4.75,11.12,20230726
ADA,10731528530.27,0.3066,34996997776,211751642.68,-0.13,0.86,-5.21,20230726
SOL,10174462303.79,25.18,404116488,688135176.22,-0.51,8.15,-4.53,20230726
LTC,6656060836.29,90.62,73449089,411401839.76,0.67,1.22,-1.67,20230726
DOT,6333207642.76,5.2379,1209117596,101577402.88,0.11,1.19,0.78,20230726
BTC,567881358904.56,29210.69,19440875,10770779216.98,0.05,-0.49,-1.95,20230727
ETH,223597227103.74,1860.36,120190480,4291339248.12,0.19,-0.63,-1.62,20230727
USDT,83787441024.75,0.9996,83821781092,17964435030.72,-0.02,-0.05,-0.05,20230727
XRP,37604745959.59,0.7136,52693851493,1480051564.2,-0.03,-0.3,-10.13,20230727
BNB,37002146211.43,240.5,153855854,433186880.47,0.07,0.64,-0.92,20230727
DOGE,10885847694.33,0.07756,140350066384,515430910.61,0.14,-0.51,9.99,20230727
ADA,10763681305.74,0.3075,35000942376,168357193.97,0.06,0.29,-2.71,20230727
SOL,10146309970.86,25.1,404246135,514211483.82,-0.02,-0.31,-1.09,20230727
LTC,6647266123.18,90.49,73455514,393733970.38,0.33,-0.14,-2.04,20230727
DOT,6329975001.72,5.2335,1209515698,97730517.93,-0.11,-0.08,-2.18,20230727
BTC,570017791145.4,29319.25,19441762,11218474951.63,0.07,0.37,-1.97,20230728
ETH,226529194963.12,1874.74,120832009,3800973336.48,-0.07,0.77,-0.92,20230728
USDT,83830699345.39,1.0001,83821781092,17371797760.37,0.01,0.05,-0.01,20230728
XRP,37547929716.33,0.7126,52693851493,1055913805.24,0.05,-0.15,-7.76,20230728
BNB,37229548135.81,241.98,153855704,388148321.64,-0.09,0.61,-0.74,20230728
ADA,10858609343.14,0.3102,35005042476,146065281.47,-0.12,0.87,-0.99,20230728
DOGE,10852985034.85,0.07732,140363496384,370256170.82,-0.29,-0.31,5.49,20230728
SOL,10044221292.65,24.85,404245144,374045446.24,-0.3,-1.01,-2.73,20230728
LTC,6724086536.18,91.53,73462739,341018406.89,0.15,1.15,-2.68,20230728
DOT,6310223496.59,5.2168,1209602604,96971887.64,0.12,-0.32,-4.97,20230728
BTC,570774442718.61,29356.92,19442587,6481775958.74,0.01,0.13,-1.39,20230729
ETH,226077954074.32,1881.07,120185899,2497302217.96,0.06,0.34,0.87,20230729
USDT,83829246153.48,1.0001,83824685312,11962846967.13,0.01,-0.01,0.02,20230729
XRP,37556972708.28,0.7127,52693851493,725769153.16,0.03,0.02,-2.8,20230729
BNB,37321723681.52,242.58,153855565,317500344.01,0.16,0.25,0.64,20230729
DOGE,11256588657.53,0.08019,140376786384,466582430.81,-0.42,3.71,13.85,20230729
ADA,10949062409.83,0.3128,35007328923,150822870.55,0.08,0.83,0.97,20230729
SOL,10177685740.11,25.17,404374278,265061244.64,-0.42,1.3,2.58,20230729
LTC,6950040471.76,94.6,73469139,357766273.61,0.98,3.35,2.77,20230729
DOT,6354644229.41,5.2521,1209924416,69433200.45,0.18,0.68,-1.06,20230729
BTC,569216997017.28,29275.31,19443587,8678454526.64,0.42,-0.28,-2.69,20230730
ETH,225274024718.29,1861.64,121008121,4003005547.05,0.31,-1.03,-1.46,20230730
USDT,83815697454.94,0.9999,83824685312,15914742869.77,-0.01,-0.02,0.0,20230730
BNB,37313939994.05,242.53,153855431,425584373.39,0.31,-0.02,0.03,20230730
XRP,37156333802.54,0.7051,52693851493,1323282055.32,0.51,-1.07,-4.54,20230730
ADA,11049463778.91,0.3156,35007302303,184419569.32,1.52,0.92,-0.48,20230730
DOGE,10959076373.03,0.07806,140390396384,436209338.5,0.45,-2.65,8.69,20230730
SOL,9810507761.12,24.26,404373285,365262221.5,0.66,-3.61,-2.04,20230730
LTC,6913519277.59,94.09,73476902,764611368.39,0.79,-0.54,0.89,20230730
DOT,6276731663.47,5.186,1210316540,100151394.51,0.48,-1.26,-3.92,20230730
BTC,568365621732.66,29230.11,19444525,11656781981.62,0.07,-0.15,0.18,20230731
ETH,223070797299.16,1856.16,120178495,4391613313.66,0.01,-0.29,0.33,20230731
USDT,83811761011.57,0.9999,83819250311,18354638255.4,0.0,0.01,-0.01,20230731
BNB,37097683428.26,241.12,153855269,1092564921.58,-0.19,-0.58,0.91,20230731
XRP,36807748713.06,0.6985,52693851493,1488758727.28,0.04,-0.94,-0.6,20230731
DOGE,10925994239.93,0.07782,140403886384,346973530.69,0.22,-0.31,4.78,20230731
ADA,10764335265.81,0.3075,35007277820,193109898.0,0.12,-2.58,0.71,20230731
SOL,9595184949.45,23.72,404502445,376948332.12,-0.21,-2.23,1.45,20230731
LTC,6778477360.46,92.24,73484902,526612463.35,0.24,-1.96,3.47,20230731
DOT,6322388454.4,5.1084,1237654438,107235438.87,0.07,-1.5,-2.05,20230731
BTC,577056102933.27,29675.73,19445387,18272392391.28,1.51,1.52,1.53,20230801
ETH,224944195689.09,1871.79,120175840,7634860635.76,1.15,0.84,0.76,20230801
USDT,83855366896.48,0.9995,83895492719,27115449239.82,-0.01,-0.04,-0.03,20230801
BNB,38079910676.88,247.51,153855104,830645013.36,0.52,2.65,4.08,20230801
XRP,37265657851.3,0.7072,52693851493,1438067857.93,0.47,1.24,-0.34,20230801
DOGE,10958459056.85,0.07804,140417426384,369078155.58,1.1,0.29,-4.65,20230801
ADA,10851765904.54,0.31,35011261480,255356877.5,1.06,0.8,1.95,20230801
SOL,9707730536.12,24.0,404509796,428254163.82,1.47,1.17,3.09,20230801
LTC,6895099825.7,93.82,73492539,775320147.44,0.48,1.71,4.79,20230801
DOT,6295176991.84,5.198,1211068315,126524087.7,1.05,1.76,0.42,20230801
BTC,566898832325.3,29151.96,19446337,19212655598.47,-0.05,-1.76,-0.69,20230802
